Prompt	Solution0	Solution1	Label
Oní bàtà kan ra bàtà àádọ́ta ní ẹgbàájì naira. Ó ta bata kòòkan ní ọgọ́run naira. Èrè èló ni oní bàtà náà jẹ lórí ọjà náà?	oní bàtà náà jẹ èrè ẹgbẹ̀rún kan lórí ọjà náà	oní bàtà náà jẹ èrè ẹgbẹ̀rún mẹ́fà lórí ọjà náà	0
Ọmọ ìyá èlegbo ta abọ́ ègbo ogún. Ó ta abọ́ kòòkan ní ọgbọ̀n naira. Tí iye tí ìyá èlegbo fi se abọ́ ègbo kòòkan bá jé naira márùndínlógójì, èló ni àdánù tí ó je lórí ọjà yìí?	àdánù naira ọgọ́jọ ni ó je lórí ọjà yìí	àdánù naira àádọ́jọ̀ ni ó je lórí ọjà yìí	1
Ṣàròpín ọgọ́fa, àádọ́ta àti ọgọ́rùn-ún	àròpín ọgọ́fa, àádọ́ta àti ọgọ́rùn-ún je àádọ́rinlélúgba	àròpín ọgọ́fa, àádọ́ta àti ọgọ́rùn-ún je ọ̀rinlélúgba	0
Owó orí ní ìpínlẹ̀ Ọyọ jé ìdá márùn-ún nínù ìdá ogun. Tí Makinde bá gba ẹgbẹ̀rún márùn-ún naira gẹ́gẹ́ bi owó osù, èló ni yóò san gẹ́gẹ́ bí owó orí?	Egbèfà naira ni Makinde yóò san gẹ́gẹ́ bí owó orí	Naira àrúndínláàádóje ni Makinde yóò san gẹ́gẹ́ bí owó orí	1
Àjọ elétò ìlera nílè yìí fi hàn wípé èèyàn kan nínú ọgọ́rùn-ún nílè yìí ní ààrùn alábọ́dé. Tí ẹ̀ẹ́dẹ́gbèje ènìyàn bá wà ní àdúgbò kan, èèyàn mélòó ló ní ààrùn alábọ́dé ní àdúgbò náà?	èèyàn métàlá ló ní ààrùn alábọ́dé ní àdúgbò náà	èèyàn méjìdínlógún ló ní ààrùn alábọ́dé ní àdúgbò náà	0
Ọmọ ọdún méjìlélógún ni Abeke. Àbúrò re, Asabi jẹ́ ọmọ ogún ọdún. Kínni ọjọ orí àwọn méjéèjì?	ọjọ orí àwọn méjéèjì je méjìlélógójì	ọjọ orí àwọn méjéèjì je méjìdínlógójì	0
Kí ni ogún lọ́nà ìlọ́po mẹ́fà yóò jé?	ogún lọ́nà ìlọ́po mẹ́fà yóò jé ọgófà	ogún lọ́nà ìlọ́po mẹ́fà yóò jé ogóje	0
Kí ni yóò kù tí a bá yọ àádọ́talélọ́ọ̀ọ́dúnrún kúrò nínù ẹgbẹ̀ta?	Àádọ́ta ni yóò kù tí a bá yọ àádọ́talélọ́ọ̀ọ́dúnrún kúrò nínù ẹgbẹ̀ta	Àádọ́fà ni yóò kù tí a bá yọ àádọ́talélọ́ọ̀ọ́dúnrún kúrò nínù ẹgbẹ̀ta	0
Kí ni ogún lọ́nà ìlọ́po mẹ́rin yóò jé?	ogún lọ́nà ìlọ́po mẹ́rin yóò jé ẹgbẹ̀jọ	ogún lọ́nà ìlọ́po mẹ́rin yóò jé ọgọ́rin	1
Tí a bá fi èwá pín ọgọ́fà, kí ni yóò jé? 	Tí a bá fi èwá pín ọgọ́fà, mejidun ni yóò jé	Tí a bá fi èwá pín ọgọ́fà, méjìlá ni yóò jé	1
Gbajúmọ̀ alábẹfẹ́lẹ́ kan ní Mọ́nkọ́lá máa n gẹ irun fún igba naira. Tí ó bá n gẹ irun fú́n ènìyàn méwàá lójoojúmọ́, sùgbọ́n tí ó n san owó orí igba naira lójoojúmọ́. È ló ni owó alábẹfẹ́lẹ́ yìí n mú lọ ilé lójoojúmọ́?	alábẹfẹ́lẹ́ náà n mú ọgọ́sàn-án naira lọ ilé lójoojúmọ́	alábẹfẹ́lẹ́ náà n mú àádọsàn-án naira lọ ilé lójoojúmọ́	0
Kínni ìlààrin wákàtí kan	Ìsẹ́jú márùndínlógún ni  ìlààrin wákàtí kan	Ìsẹ́jú márùndínlọ́gbọ̀n ni  ìlààrin wákàtí kan	0
Àpò àlùbọ́sà kan jé ogun naira ní ìdájí. Tí ó bá ti di aago méje, àpò àlùbósà náà yóò di ọgbọ́n naira. Tí ìyá aláta ra àpò àlùbósà mérin kí aago méje tó lù àti àpò méjì léhìn tí aago méje ti lù. Èló ni ó ná lápapọ̀?	ọgọ́fà naira ni ó ná lápapọ̀	Ogóje naira ni ó ná lápapọ̀	1
Ladoja àti Fashola jọ lọ sí ilé ìjeun. Abó ẹ̀bà kòòkan jé ọgbọ̀n naira, ògúnfe kan jẹ́ ọgọ́fà naira. Ladoja jẹ abọ́ ẹ̀bà merin ati ogufe kan. Fashola jẹ àbọ́ ẹ̀bà márùn-ún àtí ògúnfe méjì. Èló ni wón náa lórí oúnje won lápapọ̀?	Ọgbonlélẹ́gbèta naira ni wón náa lórí oúnje won lápapọ̀	Ọgúnlélẹ́gbèta naira ni wón náa lórí oúnje won lápapọ̀	0
Kafaya elélùbọ́ ra goro èlùbọ́ ọgbọ̀n ní ẹgbẹ̀sán naira. Tí ó bá ta goro èlùbọ́ kọ̀ọ̀kan ní àádọ́ta naira, èrè àbí àdánù èló ní Kafaya elélùbọ́ je lórí ọjà yìí	Èrè ẹgbẹ̀fà naira ní Kafaya elélùbọ́ je lórí ọjà yìí	Èrè ẹgbẹ̀rún naira ní Kafaya elélùbọ́ je lórí ọjà yìí	0
Níbo ni à ń pè ní ilé ìwòsàn tí àwon ènìyàn máa lọ ? 	Ilé ìwòsàn ni ibi tí a máa ń lọ láti lọ gba ìtọ́jú nígbà tí a bá ń ṣé àìsàn tàbí láti lọ ṣe ìyẹra wò	Ilé ìwòsàn ni ibi tí a máa ń lọ láti lọ gba àdúrà nígbà tí a bá ń ṣé àìsàn tàbí láti lọ ṣe ìyẹra wò	0
Kíni o máa ń ṣe lórí ibùsùn yálà làárọ̀ tàbí ní alẹ́	o máa ń dáná lórí ibùsùn yálà làárọ̀ tàbí ní àlẹ́	o máa ń sún lórí ibùsùn yálà làárọ̀ tàbí ní alẹ́	1
Báwo ni ọmọkùnrin ṣe máa ń kí àgbàlagbà nígbà tí a bá fẹ́ kí wọn? 	ọmọkùnrin máa d'ọ̀bálẹ̀ kí àgbàlagbà nígbà tí a bá fẹ́ kí wọn 	ọmọkùnrin máa kúnlẹ̀ kí àgbàlagbà nígbà tí a bá fẹ́ kí wọn 	0
Kini a máa lọ ń ṣe ní ọjà nígbàkigbà tí a bá lọ sí ọjà? 	nígbàkigbà tí a bá lọ sí ọjà, a máa lọ ń jí tàbí ta ọjà 	nígbàkigbà tí a bá lọ sí ọjà, a máa lọ ń rà tàbí ta ọjà 	1
Ni ilẹ̀ Yorùbá, bawo ni ọmọbìnrin ṣe máa ń kí àgbàlagbà	Ni ilẹ̀ Yorùbá, ọmọbìnrin máa d'ọ̀bálẹ̀ kí àgbàlagbà 	Ni ilẹ̀ Yorùbá, ọmọkùnrin máa kúnlẹ̀ kí àgbàlagbà 	1
Kini a ń pè ní ìrẹ̀lẹ̀ ní ìbára ẹni ṣe ní àwùjọ ? 	Ìrẹ̀lẹ̀ ni kí ènìyàn rẹ ara rẹ̀ silẹ, kí a sì tún bọ̀wọ̀ fún ara ẹni 	Ìrẹ̀lẹ̀ ni kí ènìyàn gbé ara rẹ̀ ga, kí a ṣì tún bọ̀wọ̀ fún ara ẹni 	0
Bàbá rẹ lè lówó lọ́wọ́, ìyá rẹ lè lẹ́sìn léèkan, bóo gbójú le wọn ò tẹ tán ni mo sọ fún ẹ 	ìyà nbẹ fún ọmọ tí ó gbọ́n, ẹkún nbẹ fún ọmọ tí ń sáré kiri, ma f'owúrọ̀ ṣeré ọ̀rẹ́ mi, múra ṣíṣe ọjọ́ nlọ 	ìyà nbẹ fún ọmọ tí ó gbọ́n, ẹ̀rin nbẹ fún ọmọ tí ń sáré kiri, ma f'owúrọ̀ ṣeré ọ̀rẹ́ mi, múra ṣíṣe ọjọ́ nlọ 	0
A máa gba àwọn ọmọ láti bọ̀wọ̀ fún bàbá àti ìyá 	kí ọ́jọ́ rẹ lè pé lórí ilẹ̀ nítorí a gbàgbọ́ pé ẹni tí kò bá bọ̀wọ̀ kò lè pẹ́ láyé 	kí ọ́jọ́ rẹ lè pé lábẹ́ ilẹ̀ nítorí a gbàgbọ́ pé ẹni tí kò bá bọ̀wọ̀ kò lè pẹ́ láyé 	0
Àwọn àgbà máa ń pá òwe pé àgbà kìí wá l'ọ́ja	kí orí ọmọtuntun wọ́. Tí ó túmọ̀ sí àgbà kìí wà ní ibì kan, kí ǹkan bàjẹ́ 	kí ẹsẹ̀ ọmọtuntun wọ́. Tí ó túmọ̀ sí àgbà kìí wà ní ibì kan, kí ǹkan bàjẹ́ 	0
Kini ọkùnrin ma ń wọ̀ sí ewú ni ìgbà tí a bá ń lọ sí òdé	nígbà tí a bá ń lọ sí òde, ọkùnrin máa rò ìró sí èwù 	ni ìgbà tí a bá ń lọ sí òde, ọkùnrin máa wọ ṣòkòtò sí èwù 	1
Ni ilẹ̀ Yorùbá, àní àwọn igbésè tí a máa ń gbé láti fe ìyàwó	àwọn igbésè náà ni mọ̀míimọ̀ọ́, ìdáná àti ìgbéyàwó 	àwọn igbésè náà ni mọ̀míimọ̀ọ́, ìdáná àti ìkómọ̀	0
Tí ọmọ bá ṣe àìgbọràn, kini a lè ṣe fún 	tí ọmọ bá ṣe àìgbọràn, lára ǹkan tí a lè sè ni pé a lè bàa wí 	tí ọmọ bá ṣe àìgbọràn, lára ǹkan tí a lè sè ni pé a lè búu wí 	0
Àwọn Yorùbá máa n pá òwe pé alágẹmọ tí bí ọmọ rẹ tán	wọn sì máa ń pa ríi rẹ̀ pé ti àìmọ́gbéjo kú sì lọ́wọ́	wọn sì máa ń pa ríi rẹ̀ pé ti àìmọ́gbéjo kú sì lẹ́sẹ̀	0
Báwo ni a ṣe máa kí ara ẹni nígbà tí a bá jí ní ilẹ̀ káàrọ̀ ojíire	a máa kí ara wa pé a kúu ojúmọ́ ní ilẹ̀ káàrọ̀ ojíire	a máa kí ara wa pé a kúu ìrọ̀lẹ̀ ilẹ̀ káàrọ̀ ojíire	0
Bí ọmọdé bá l'áṣọ bí àgbà, kò lè ní àkísà bí àgbà 	eyi túmọ̀ sí pé bí ọmọdé bá ní ọgbọ́n tàbí ìrírí, kò lè ní tó àgbàlagbà 	eyi túmọ̀ sí pé bí ọmọdé bá ní ọgbọ̀n tàbí ìrírí, kò lè ní tó àgbàlagbà 	0
Sọ ìparí òwe àwọn àgbà yìí, Igúnugún kan kìí rìn'de ọ̀sán	ìparí òwe àwon àgbà yìí ni, ẹni a bíire kan kìí rìn'de òru	ìparí òwe àwon àgbà yìí ni, ẹni a bíire kan kìí rìn'de àárọ̀ 	0
Ṣé àlàyé tàbí sọ ìtumò oun tí a ń pè ní ònkọ̀wé	oun tí à ń pè ní ònkọ̀wé ni oun tí a fi ń kọ ìwé nígbà tí a bá ń kọ ìwé 	oun tí à ń pè ní ònkọ̀wé ni ẹni tí ó kọ ìwé nígbà tí a bá ń kọ ìwé 	1
Dárúkọ àwọn ẹ̀yà ara márùn-ún tí ó wà ní àgọ́ ara ènìyàn 	àwọn ẹ̀yà ara márùn-ún tí ó wà ní àgọ́ ara ènìyàn ní orí, ojú, ẹnu, apá àti ẹsẹ̀ 	àwọn ẹ̀yà ara márùn-ún tí ó wà ní àgọ́ ara ènìyàn ní orí, ojú, ẹnu, apá àti bàtà 	0
Bawo ni a ṣe ń ṣe àpèjúwe ìṣe ọwọ́ tí ènìyàn ń ṣe 	isẹ́ ọwọ́ ni iṣẹ́ tí a ń ṣé láti jẹ, rà àti ṣé ìtọ́jú ará ẹni 	isẹ́ ọwọ́ ni iṣẹ́ tí a ń ṣé láti jẹ, mú àti ṣé ìtọ́jú ará ẹni 	1
Kíni oun kan tí Yorùbá máa ń fi orin, ìlù àti ijó ṣe nínú àṣà 	oun kan tí Yorùbá máa ń fi orin, ìlù àti ijó ṣe ni pé wọ́n ń lòó láti fi ayọ̀ hàn 	oun kan tí Yorùbá máa ń fi orin, ìlù àti ijó ṣe ni pé wọ́n ń lò ó láti fi ayé hàn	0
Ẹ̀wà je ìkan lára oúnjẹ jíjẹ, ṣe àlàyé bí a ṣe máa ń sè é ṣe	tí a bá sàá, àá dàá sórí iná, àfi gbogbo èròjà síi, a sì dúró títí yó fi rọ̀	Tí a bá sàá, àá dàá sórí iná, àfi gbogbo èròjà síi, a sì dúró títí yó fi le 	0
Tí ó bá fẹ́ jeun, pàápàá àwọn oúnjẹ bíi àmàlà kí ni ó yẹ ká ṣe 	tí a bá fẹ́ je oúnjẹ bíi àmàlà, àá kọ́kọ́ fi omi ṣan ọwọ́	tí a bá fẹ́ je oúnjẹ bíi àmàlà, àá kọ́kọ́ fi epo ṣan ọwọ́ rẹ 	0
Ni inu ilé tí à ń gbé níbo ni à pé ní yàrá ìdáná? 	nínú ilé, yàrá ìdáná ni ibi tí a ti máa ń ṣe ìpèsè oúnjẹ jíjẹ 	nínú ilé, orí pápá ni ibi tí a ti máa ń ṣe ìpèsè oúnjẹ jíjẹ 	0
Ọbẹ̀ ata jẹ́ ìkan lára àwọn ọbẹ̀ tí a fi ń jẹun, báwo ni a ṣe ń ṣe ọbẹ̀ ata	tí a bá ti fọ ata, àá lọ̀ọ́ a sì gbe sì orí iná lẹ́yìn ìgbà tí a bá dá epo tàbí òróró, àá sì fi àwọn èròjà síi 	tí a bá ti fọ ata, àá lọ̀ọ́ a sì gbe sì orí ẹsẹ̀ lẹ́yìn ìgbà tí a bá dá epo tàbí òróró, àá sì fi àwọn èròjà síi 	0
Ebi kìí wọnú kí ọ̀rọ̀ míì wọ̀ọ́, kíni irú ọ̀rọ̀ yìí túmọ̀ sí 	ọ̀rọ̀ yìí túmọ̀ sí pé, bí ebi bá ń pá èèyàn, ó máa sọ̀rọ̀ fún irú ẹni bẹ́ẹ̀ láti ṣe ńkan míràn 	ọ̀rọ̀ yìí túmọ̀ sí pé, bí ebi bá ń pá èèyàn, ó máa rọrùn fún irú ẹni bẹ́ẹ̀ láti ṣe ńkan míràn 	0
Ẹ̀bà jẹ́ ọ̀kan lára àwọn oúnjẹ, báwo ni a ṣé ń tẹ ẹ̀bà? 	tí a bá ti gbé omi léná, àá dá gari síi tí ó bá ti hó àá sì ròó	tí a bá ti gbé omi léná, àá dá gari síi tí ó bá ti tútù àá sì ròó	0
Àmàlà jẹ́ ọ̀kan lára àwọn oúnjẹ, sọ bí á ṣe lè ro àmàlà? 	tí a bá gbé omi kaná, àá dá èlùbọ́ síi tí ó bá ti hó, àá sì ròó	tí a bá gbé omi kaná, àá dá ẹ̀wà síi tí ó bá ti hó, àá sì ròó	0
Ǹjẹ́ o lè sọ oun márùn-ún tí a lè rí nínú yàrá ìdáná ni? 	oun márùn-ún tí a lè rí nínú yàrá ìdáná ni abọ́, síbí, ọ̀bẹ, ọmọrogùn àti ìjábẹ̀	oun márùn-ún tí a lè rí nínú yàrá ìdáná ni abọ́, síbí, ọ̀bẹ, ọmọrogùn àti ibùsùn 	0
Ǹjẹ́ o lè sọ bí á ṣe má ń ro ẹ̀fọ́, ọkàn lára àwọn ọbẹ̀ tí a ń jẹ 	tí a bá ti dá epo s'íná, fi irú, ata àti gbogbo àwọn èròjà tó kù síi, àá da ẹ̀fọ́ síi 	tí a bá ti dá epo s'íná, fi irú, ata àti gbogbo àwọn èròjà tó kù síi, àá da ewédú síi 	0
Nígbà tí a bá ń jẹun lára àwọn oun tí kò yẹ kí a ṣe ni	lára àwọn oun tí kò yẹ kí a ṣe ní pé a kò gbọ́dọ̀ ro ẹjọ́ a sì máa ń bù omi sọ́dọ̀ 	lára àwọn oun tí ó yẹ kí a ṣe ní pé a lè ro ẹjọ́ a sì lè má bù omi sọ́dọ̀ 	0
Ẹni tí ò bá jẹ gbì kò lè kú gbì, kini ọ̀rọ̀ yìí túmọ̀ sí 	èyí túmọ̀ sí wípé ẹni tí ó bá ṣe ńkan tí kò dáa, kò lè ní ibẹru kánkán 	èyí túmọ̀ sí wípé ẹni tí kò bá ṣe ńkan tí kò dáa, kò lè ní ibẹru kánkán 	1
A lè lọ ẹ̀gẹ́ fún láti se oríṣiríṣi, sọ ounje mẹ́ta tí a lè ṣè láti ara ẹ̀gẹ́ ni	mẹ́ta nínú oúnjẹ tí a lè mú jáde láti ara ẹ̀gẹ́ ni fùfú, ẹ̀wà àti èlùbọ́ láfún	mẹ́ta nínú oúnjẹ tí a lè mú jáde láti ara ẹ̀gẹ́ ni fùfú, gàrí àti èlùbọ́ láfún	1
Ọ̀pọ̀lọpọ̀ oúnjẹ ní a lè jẹ papọ̀, dárúkọ oúnjẹ méjì tí a lè jẹ papọ̀	oúnjẹ méjì tí a lè jẹ papọ̀ ni ẹwà àti àgbàdo, èkuru ati ẹ̀kọ	oúnjẹ méjì tí a lè jẹ papọ̀ ni ẹwà àti àgbàdo, àgbàdo ati ẹ̀kọ	0
Isu jẹ ara oúnjẹ tí à ń jẹ, sọ oúnjẹ mẹta tí a lè yọ láti ara ìṣù 	oúnjẹ mẹta tí a lè sè láti ara iṣu ni iṣu sísè, àṣáro àti ìrẹ́sì	oúnjẹ mẹta tí a lè sè láti ara iṣu ni iṣu sísè, àṣáro àti iyán	1
Nínú oríṣiríṣi oúnjẹ tí a lè mú jáde láti ara ẹwà, dárúkọ oúnjẹ mẹta tí a lè fi ẹwà ṣe? 	oúnjẹ mẹ́ta tí a lè fi ẹ̀wà sè ni èkuru, moimoi àti àkàrà 	oúnjẹ mẹ́ta tí a lè fi ẹ̀wà sè ni èkuru, moimoi àti ìrẹ́sì	0
Tí oúnjẹ bá tútù, tí a ó sì lè jẹ ní tútù kíni ǹkan tí a lè sè síi 	Tí oúnjẹ bá tútù, tí a ó sì lè jẹ ní tútù, a lè gbe léná láti jẹ kó tútù 	Tí oúnjẹ bá tútù, tí a ó sì lè jẹ ní tútù, a lè gbe léná láti jẹ kó gbóná 	1
Tí a bá fẹ́ dín àkàrà, kini oun méjì tí a lè fi din àkàrà? 	Tí a bá fẹ́ dín àkàrà, oun méjì tí a lè fi dín àkàrà ni èpò pupa tàbí òróró 	Tí a bá fẹ́ dín àkàrà, oun méjì tí a lè fi dín àkàrà ni èpò pupa tàbí omi	0
Sọ oun kan pàtàkì tí iyọ̀ ń ṣe nínú oúnjẹ tí à ń jẹ 	oun kan pàtàkì tí iyọ̀ maá ń ṣe nínú oúnjẹ ní pé ó ń fi adùn sí oúnjẹ 	oun kan pàtàkì tí iyọ̀ maá ń ṣe nínú oúnjẹ ní pé ó ń fí àdín sí oúnjẹ 	0
Kí ló wà nínú ẹ̀fọ́ riro tí ó tún lè jẹ kí ó dùn síi?	àwọn ńkan tí ó lè wá nínú ẹfọ́ rírò tí olè jẹ́ kí ó dùn síi ni ẹja àti ẹran 	àwọn ǹkan tí ó lè wà nínú ẹ̀fọ́ rírò tí ó lè jẹ kí ó dùn síi ni ẹwà àti ẹran 	0
Kíni ni àwọn Yorùbá máa jẹ làárọ̀? 	lára ọ̀pọ̀lọpọ̀ oúnjẹ tí àwọn Yorùbá máa jẹ làárọ̀ ni àkàrà 	lára ọ̀pọ̀lọpọ̀ oúnjẹ tí àwọn Yorùbá máa jẹ làárọ̀ ni ẹbọ 	0
Kí ni ǹkan pàtó tí olùkọ́ máa ń ṣe nínú yàrá ìkẹ́kọ̀ọ́? 	Ǹkan pàtó tí olùkọ́ máa ń ṣe ní láti kọ́ àwọn akẹ́kọ̀ọ́ 	ǹkan pàtó tí olùkọ́ máa ń ṣe ní láti kí àwọn akẹ́kọ̀ọ́	0
Tí a bá fẹ́ kọ lẹ́tà, kí ni a fi ń kọ lẹ́tà?	gègé ni a máa ń lò nígbà tí a bá ń kọ lẹ́tà 	ọ̀pá ni a máa lò nígbà tí a bá ń kọ lẹ́tà 	0
Kí ni ọmọ akẹ́kọ̀ọ́ máa ń gùn lọ sí ilé-iwe?	akẹ́kọ̀ọ́ máa ń gun kẹ̀kẹ́ lọ sí ilé ìwé 	akẹ́kọ̀ọ́ máa gun igi lọ sí ilé-iwe 	0
Tí a bá fẹ́ kọ ẹ̀kọ́ dáadáa, a gbọ́dọ̀ nígbà tí a ẹ̀kọ́ ń lọ lọ́wọ́ 	Tí a bá fẹ́ kọ́ ẹ̀kọ́ dáadáa, a gbọ́dọ̀ fi ọkàn sí irú ẹ̀kọ́ bẹ́ẹ̀ 	Tí a bá fẹ́ kọ́ ẹ̀kọ́ dáadáa, a gbọ́dọ̀ fi àyà sì irú ẹ̀kọ́ bẹ́ẹ̀ 	0
Ìmọ̀ ṣe pàtàkì, kini a lè sọ'pé ìmọ̀ máa fún akẹ́kọ̀ọ́ 	ìmọ̀ ṣe pàtàkì fún akẹ́kọ̀ọ́, nítorí ó máa ń fún akẹ́kọ̀ọ́ ni lẹ́tà 	ìmọ̀ ṣe pàtàkì fún akẹ́kọ̀ọ́, nítorí ó máa ń fún akẹ́kọ̀ọ́ ni àgbàrá 	1
Kí ni ọmọ ilẹ̀ ìwé lọ ń ṣè ní ilé-ìwé ní gbogbo ìgbà 	ọmọ ilẹ̀ ìwé n lọ sí ilé ìwé ní gbogbo ìgbà láti lọ kọ́ ẹ̀kọ́ ní ilé-ìwé 	ọmọ ilẹ̀ ìwé n lọ sí ilé ìwé ní gbogbo ìgbà láti lọ da ẹ̀kọ́ ní ilé-ìwé	0
Ẹ̀kọ́ dára púpọ̀ nítorí ẹ̀kọ́ lọ ní ayé tí àwa yìí, ẹ̀kọ́ ṣe kókó 	nítorí ẹ̀kọ́ lè fún ọmọ ní ọjọ́ ọ̀la tó dára àti àǹfààní láti gbé ìgbé ayé tó wu ni 	nítorí ẹ̀kọ́ lè fún ọmọ ní ọjọ́ àná tó dára àti àǹfààní láti gbé ìgbé ayé tí kò wu ni 	0
